eMolecules SMILES,eMolecules ID,MolWt,Hazardous,Supplier,Catalog,Catalog Num,Availability (mg),Price Code,Tier Number,Expected Delivery,CAS Number,Purity,Amount,Format,Units,Amount,Format,Units,Price
O=C(c1c(F)cccc1Cl)Nc1ccncc1,17004732,250.656,,Vitas M Labs,SC Tier 1,STK492651,115,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)OC(F)(F)F,17211030,382.357,,Enamine Screening Compounds,Screening Compounds,Z167535094,370,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
CN1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br,17664146,398.682,,Vitas M Labs,SC Tier 1,STK729606,379,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(Nc1ccccc1F)/C=C/c1ccccc1,17837989,241.26,,Vitas M Labs,SC Tier 1,STK201703,159,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Brc1cncc(c1)C(=O)Nc1cccc2c1nccc2,18893169,328.163,,Enamine Screening Compounds,Screening Compounds,Z28487401,406,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(Nc1ncc(s1)Cc1ccc(c(c1)F)F)CCc1nc2ccccc2c(=O)[nH]1,18897105,426.439,,Enamine Screening Compounds,Screening Compounds,Z278071350,247.7,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
Clc1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1,18908671,304.771,,Enamine Screening Compounds,Screening Compounds,Z119335440,424.3,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
COC(=O)c1sccc1NC(=O)Cc1cccc2c1cccc2,18914628,325.382,,Enamine Screening Compounds,Screening Compounds,Z109088640,218.7,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
c1ccc(cc1)c1ccc(cc1)CSc1nnc(o1)c1ccc2c(c1)OCO2,19358826,388.439,,Enamine Screening Compounds,Screening Compounds,Z19456538,316.4,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
CCN(CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(F)cc2)CC,23296409,398.474,,Enamine Screening Compounds,Screening Compounds,Z2568722545,871.3,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
O=C(Nc1nc2c(s1)cccc2)CNC(=O)c1ccccc1,23354217,311.358,,Enamine Screening Compounds,Screening Compounds,Z69130143,149.1,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
COc1cc(CNC(=O)c2n[nH]c(c2)c2ccccc2)ccc1OC,23991783,337.372,,Enamine Screening Compounds,Screening Compounds,Z116549682,357,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C1S/C(=C/c2ccc(o2)c2ccc(cc2Cl)Cl)/C(=O)N1,25775229,340.181,,Vitas M Labs,SC Tier 1,STL482447,647,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C1S/C(=C/c2ccc(o2)c2ccc(c(c2)Cl)F)/C(=O)N1,25775231,323.727,,Vitas M Labs,SC Tier 1,STL282834,125,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C1NC(=O)/C(=C\c2cccc(c2)OCc2ccc(cc2Cl)Cl)/S1,46568819,380.245,,Vitas M Labs,SC Tier 1,STL282831,154,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,219
O=C1NC(=O)/C(=C/c2cccc(c2)Br)/S1,25849195,284.129,,Vitas M Labs,SC Tier 1,STL282811,178,Allium,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,275
O=C1S/C(=C/c2ccc(o2)c2ccc(c(c2)Cl)Cl)/C(=O)N1,25857006,340.181,,Vitas M Labs,SC Tier 1,STL282810,156,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C1S/C(=C/c2ccc(o2)c2ccc(cc2Br)C)/C(=O)N1,25884764,364.214,,Vitas M Labs,SC Tier 1,STL282824,112,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
Cc1ccc(o1)/C=C/C(=O)Nc1sc2c(c1C(=O)N)CCCC2,25901441,330.401,,Vitas M Labs,SC Tier 1,STK413276,109,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
CSc1ccc(cc1)/C=C\1/NC(=O)NC1=O,27013168,234.274,,ChemDiv,Screening Compounds,3989-0035,135,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,355
O=C1NC(=O)S/C/1=C\c1ccc(cc1)Br,26089200,284.129,,Vitas M Labs,SC Tier 1,STK397033,220,Allium,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,275
CCOc1ccc(cc1)/C=C\1/SC(=O)NC1=O,25801505,249.286,,Vitas M Labs,SC Tier 1,STL282804,170,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C1NC(=O)SC1=Cc1ccc(cc1)C,206893608,219.26,,Enamine Screening Compounds,Screening Compounds,Z44299593,134.2,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C1NC(=O)/C(=C\c2cccc(c2)F)/S1,2069689,223.224,,Vitas M Labs,SC Tier 1,STK742318,126,Allium,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,275
O=C1NC(=O)/C(=C\c2ccccc2F)/S1,207007221,223.224,,Vitas M Labs,SC Tier 1,STK868728,148,Allium,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,275
O=C(Nc1sc2c(c1C(=O)N)CCCC2)/C=C/c1ccco1,26455740,316.375,,Vitas M Labs,SC Tier 1,STK086432,334,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
CCc1nc(c([nH]1)/C=C/1\C(=O)Nc2c1cccc2)C,26484926,253.299,,Maybridge,Screening Compounds,HTS05063,211,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
O=C1Nc2c(/C/1=C/c1c[nH]nc1c1ccccc1)cccc2,26484953,287.315,,Maybridge,Screening Compounds,HTS05824,2442,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
O=C1Nc2c(/C/1=C\c1ccco1)cccc2,23031420,211.216,,Maybridge,Screening Compounds,CD00746,615,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
Oc1ccc(cc1)C=C1C(=O)Nc2c1cccc2,26090546,237.253,,Enamine Screening Compounds,Screening Compounds,Z44305789,219.3,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(Nc1ccc(cc1)n1cnnn1)CSc1nc2c(o1)cccc2,30149417,352.37,,Life Chemicals,Tier 1,F5791-1087,109.3,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
Oc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1,30151569,328.367,,Life Chemicals,Tier 1,F9995-0144,28154.9,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
CN(c1ccc2c(c1)nn(c2C)C)c1ccnc(n1)Nc1ccc(c(c1)S(=O)(=O)N)C,30151586,437.518,,Enamine Screening Compounds,Screening Compounds,Z1541638525,,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
NCCNS(=O)(=O)c1cccc2c1ccnc2.Cl,8830330,287.766,,Enamine Screening Compounds,Screening Compounds,Z1491213468,,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
Clc1ccc(cc1)CNc1ncnc2c1cccc2,30719859,269.729,,Enamine Screening Compounds,Screening Compounds,Z126957826,415.5,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
Nc1ccc2c(c1)ncn2c1ccccc1,31653344,209.247,,Enamine Screening Compounds,Screening Compounds,Z57290870,50213,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(c1n[nH]c(c1)c1ccccc1)NC1CC1,31855157,227.262,,Enamine Screening Compounds,Screening Compounds,Z116525674,136.9,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(c1n[nH]c(c1)c1ccccc1)NCc1ccco1,35149447,267.283,,Enamine Screening Compounds,Screening Compounds,Z116291872,132.8,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccc(cc1)Cl,35679514,379.859,,Enamine Screening Compounds,Screening Compounds,Z28653510,300,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
NC(=O)c1ccc2c(c1)nc([nH]2)c1ccccc1,37053191,237.257,,Vitas M Labs,SC Tier 1,STL497402,2000,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Oc1ccc(cc1)n1cnc2c1cccc2,37095168,210.231,,Enamine Screening Compounds,Screening Compounds,Z1318268952,21650.2,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(c1onc(n1)c1cccnc1)NCCCN1CCN(CC1)c1ccc(c(c1)C)C,37139364,420.507,,ChemDiv,Screening Compounds,Z066-0014,174,NC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,533
Clc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Br)c1ccccc1,43360388,452.731,,UORSY,Screening Compounds - Tier 1,PB27864652,441.2,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
O=C1Nc2c(/C/1=C/c1ccc(cc1)C(C)C)cccc2,45809595,263.334,,Life Chemicals,Tier 1,F0807-0563,283.7,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)F,43822335,316.35,,UORSY,Screening Compounds - Tier 1,PB28046183,471.6,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
COc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Cl)c1ccccc1,43825034,403.861,,UORSY,Screening Compounds - Tier 1,PB28239562,427.5,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
COC(=O)c1sccc1NC(=O)Cc1ccc2c(c1)cccc2,43969324,325.382,,UORSY,Screening Compounds - Tier 1,PB109169894,334,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
O=C(c1scnc1CCc1ccncc1)Nc1ccc(cc1)Oc1ccccc1,44160569,401.481,,ChemDiv,Screening Compounds,H024-0003,9888,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
O=C(c1scnc1CCc1ccncc1)Nc1ccc(cc1)C(C)(C)C,44160581,365.492,,ChemDiv,Screening Compounds,H024-0009,9888,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,355
Clc1ccc(cc1)NC(=O)c1c(NCc2ccncc2)ncn1C,44160850,341.795,,ChemDiv,Screening Compounds,H024-0294,9888,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,355
COc1c(NC(=O)C(=O)c2ccc(c3c2cccc3)OCCN2CCOCC2)cc(cc1NS(=O)(=O)C)C(C)(C)C,44161090,583.696,,ChemDiv,Screening Compounds,H027-2186C,,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,355
Cc1cnc(s1)Nc1ccccn1,44750813,191.253,,Vitas M Labs,SC Tier 1,STK071365,1015,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Clc1ccc2c(c1)C(=Cc1ccccc1)C(=O)N2,42766753,255.699,,Enamine Screening Compounds,Screening Compounds,Z44304337,325.5,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C1NC(=O)/C(=C\c2cccc(c2)C(F)(F)F)/S1,25876127,273.231,,UORSY,Screening Compounds - Tier 1,PB44377042,411.5,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
CCOc1cccc(c1O)/C=C\1/SC(=O)NC1=O,44858563,265.285,,Vitas M Labs,SC Tier 1,STL282809,153,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(c1ccccc1)Nc1ccncc1,45490344,198.221,,Vitas M Labs,SC Tier 1,STK410907,116,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C1OC(=NC1=Cc1cccnc1)C=Cc1ccccc1,33333567,276.289,,Enamine Screening Compounds,Screening Compounds,Z56820688,,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
CCCOc1ccc(cc1)/C=C/1\SC(=O)NC1=O,45791907,263.312,,Vitas M Labs,SC Tier 1,STK434410,124,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
Fc1ccc(cc1)C=C1C(=O)Nc2c1cccc2,26090562,239.244,,Enamine Screening Compounds,Screening Compounds,Z44305809,261.2,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
CCOc1cc2OCOc2cc1/C=C/1\SC(=O)NC1=O,45945033,293.295,,Vitas M Labs,SC Tier 1,STK155146,147,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,219
COc1cc(/C=C\2/SC(=O)NC2=O)cc(c1O)I,45945887,377.155,,Vitas M Labs,SC Tier 1,STK244885,170,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,219
COc1cccc(c1)/C=C/1\SC(=O)NC1=O,46518204,235.259,,Vitas M Labs,SC Tier 1,STK795222,147,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,219
Oc1ccccc1/C=C/1\C(=O)Nc2c1cccc2,46568548,237.253,,Vitas M Labs,SC Tier 1,STL289236,139,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,219
CCOc1cc(Br)cc(c1O)/C=C/1\SC(=O)NC1=O,46568745,344.181,,Vitas M Labs,SC Tier 1,STL283056,154,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,219
O=C1NC(=O)/C(=C/c2cccc(c2)Cl)/S1,46568821,239.678,,Vitas M Labs,SC Tier 1,STL282835,164,Allium,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,275
COc1ccc(cc1)C=C1C(=O)Nc2c1cccc2,26090574,251.28,,Enamine Screening Compounds,Screening Compounds,Z44305820,465.7,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
Oc1cccc(c1)C=C1C(=O)Nc2c1cccc2,26090614,237.253,,Enamine Screening Compounds,Screening Compounds,Z44305861,478.3,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
NCCN1C(=O)S/C(=C/c2ccc(cc2)OC)/C1=O.Cl,45772500,314.788,,UORSY,Screening Compounds - Tier 1,PB56882137,,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
O=c1[nH]nc(c2c1cccc2)N,49398053,161.161,,Vitas M Labs,SC Tier 1,STL367866,565,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,219
Clc1cccc(c1)Nc1ncnc2c1cccc2.Cl,1859493,292.163,,Maybridge,Screening Compounds,DP00818,7366,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
Nc1ncnc2c1c(n[nH]2)c1ccc(cc1)Oc1ccccc1,49863829,303.318,,Enamine Screening Compounds,Screening Compounds,Z2753057767,,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C1Nc2c(/C/1=C\c1[nH]ccc1)cccc2,54874382,210.231,,Vitas M Labs,SC Tier 1,STL426572,103,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,219
