SMILES,TITLE,TANIMOTO,AVG_TANIMOTO,Version_ID,Parent_ID,Supplier_ID,Compound_ID,CAS_number,Chemical_name,Catalog_ID,Supplier_status,Price_code,Salt_comment,Availability_amount,Availability_units,Supplier_name,Supplier_tier,Price_USD,Amount_mg
c1ccc(cc1)CCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,146174431,1.000000000000000,0.141593446028902,1557075,1557074,7,3992-2143,NA,NA,9,favorites,DC,NA,1.0,mg,ChemDiv,1,1205.0,1000.0
c1ccc(cc1)CCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,153561492,1.000000000000000,0.141593446028902,1557075,1557074,332,IBS-L0050907,NA,NA,778,standard,NA,NA,NA,NA,Alinda Chemical,3,NA,NA
c1ccc(cc1)CCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,154936397,1.000000000000000,0.141593446028902,1557075,1557074,104,6666958,NA,"2-[(3-phenylpropanoyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",994,favorites,3,NA,5.0,mg,ChemBridge,1,289.0,50.0
c1ccc(cc1)CCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,166811062,1.000000000000000,0.141593446028902,1557075,1557074,119,STL069586,NA,NA,1529,favorites,Historical,NA,115.0,mg,Vitas M Labs,1,233.0,100.0
c1ccc(cc1)CCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,190198442,1.000000000000000,0.141593446028902,1557075,1557074,1380,STT-00217998,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
Cn1c(=O)n(sc1=O)c2ccccc2,112384958,0.542857142857143,0.092548411271405,5787165,5787164,60,S12950,NA,"4-methyl-2-phenyl-1,2,4-thiadiazolane-3,5-dione",501,favorites,NA,NA,NA,NA,Maybridge,1,NA,NA
CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,177191623,0.746478873239437,0.128493801386350,23296409,19231418,40,Z2568722545,NA,NA,1018,favorites,Advanced_Collection,NA,876.5,mg,Enamine Screening Compounds,1,408.0,100.0
CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,188867245,0.746478873239437,0.128493801386350,23296409,19231418,11,LAS 31066577,NA,NA,654,favorites,LAS,NA,NA,NA,ASINEX - SC,1,833.0,100.0
c1ccnc(c1)c2ccc(cc2)C(=O)NC3CC3,181152450,0.535211267605634,0.132099637695223,181152449,181152448,64,5623641,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1cnc(c(n1)N)SCC2CCCCC2,110129212,0.433962264150943,0.097887324632111,110129211,110129210,283,IMED1913771801,NA,NA,667,standard,NA,NA,NA,NA,Intermed,3,NA,NA
c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4ccco4,146747910,1.000000000000000,0.118359178740175,3513272,3513271,42,F3032-0098,NA,NA,652,favorites,General,NA,24.0,mg,Life Chemicals,1,400.0,100.0
c1ccc(c(c1)c2nc(c(o2)N)C(=O)N)Cl,143309366,1.000000000000000,0.127374464729150,8868702,8868701,61,OSSL_599360,NA,5-Amino-2-(2-chloro-phenyl)-oxazole-4-carboxylic acid amide,163,standard,NA,NA,100.0,mg,Princeton BioMolecular Research,3,NA,NA
c1ccc(c(c1)c2nc(c(o2)N)C(=O)N)Cl,167044507,1.000000000000000,0.127374464729150,8868702,8868701,119,STL178832,NA,NA,1529,favorites,Advanced,NA,23.0,mg,Vitas M Labs,1,274.0,100.0
c1ccc(cc1)c2cc(c3c(ncnc3n2)N)c4ccc(cc4)Cl,108838894,0.461538461538462,0.096868165595886,7636098,7636097,45,AO-476/15578130,NA,"5-(4-chlorophenyl)-7-phenylpyrido[2,3-d]pyrimidin-4-ylamine",137,preferred,S01,NA,198.9,mg,Specs,2,411.0,100.0
c1cc(c(cc1C#N)Br)OCc2ccc(cc2Cl)Cl,158304086,0.436619718309859,0.127423253214495,54846806,54846805,61,OSSL_844242,NA,"3-Bromo-4-(2,4-dichloro-benzyloxy)-benzonitrile",163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
c1cc2c(cc1Nc3nccc(n3)C(F)(F)F)CC(=O)N2,141408355,0.505617977528090,0.124442815453212,45649904,45649903,40,Z1199266078,NA,NA,1018,favorites,Advanced_Collection,NA,62.4,mg,Enamine Screening Compounds,1,408.0,100.0
c1ccc(cc1)c2cc(c(s2)N)C(=O)N,140899183,1.000000000000000,0.123659125343792,859659,859658,64,7211730717,NA,NA,516,standard,NA,NA,1605.0,mg,Otava,3,NA,NA
c1ccc(cc1)c2cc(c(s2)N)C(=O)N,147250261,1.000000000000000,0.123659125343792,859659,859658,580,PB56961538,NA,NA,1095,standard,NA,NA,23088.4,mg,UORSY,3,NA,NA
c1ccc(cc1)c2cc(c(s2)N)C(=O)N,151111761,1.000000000000000,0.123659125343792,859659,859658,40,Z56884070,NA,NA,1018,favorites,Advanced_Collection,NA,19471.5,mg,Enamine Screening Compounds,1,408.0,100.0
c1ccc(cc1)c2cc(c(s2)N)C(=O)N,152525051,1.000000000000000,0.123659125343792,859659,859658,42,F0863-0293,NA,NA,652,favorites,General,NA,28661.8,mg,Life Chemicals,1,400.0,100.0
c1ccc(cc1)c2cc(c(s2)N)C(=O)N,166141414,1.000000000000000,0.123659125343792,859659,859658,119,STK346852,NA,NA,1529,favorites,Historical,NA,48.0,mg,Vitas M Labs,1,233.0,100.0
c1ccc(cc1)c2cc(c(s2)N)C(=O)N,190051485,1.000000000000000,0.123659125343792,859659,859658,1380,STT-00031157,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
COc1cccc(c1)c2ccnc(n2)Nc3ccccc3,155207726,0.423913043478261,0.110253643051687,36418877,36418876,104,9272441,NA,4-(3-methoxyphenyl)-N-phenyl-2-pyrimidinamine,994,favorites,2,NA,30.0,mg,ChemBridge,1,304.0,100.0
CC(C)CC(=O)Nc1c2c(n[nH]1)CN(CC2)C,186766027,0.514705882352941,0.122283493962474,186766026,186766025,64,6918680,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
Cn1cc(c2c1ccc(c2)Br)C3=C(C(=O)NC3=O)c4coc5c4cccc5,155705577,0.462500000000000,0.128163164653200,44840225,44840224,64,7070707084,NA,NA,516,standard,NA,NA,3.0,mg,Otava,3,NA,NA
CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,177191623,1.000000000000000,0.125251408663994,23296409,19231418,40,Z2568722545,NA,NA,1018,favorites,Advanced_Collection,NA,876.5,mg,Enamine Screening Compounds,1,408.0,100.0
CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,188867245,1.000000000000000,0.125251408663994,23296409,19231418,11,LAS 31066577,NA,NA,654,favorites,LAS,NA,NA,NA,ASINEX - SC,1,833.0,100.0
c1ccc(cc1)c2[nH]c3ccc(cc3n2)C(=O)N,158293215,1.000000000000000,0.126562050443530,37053191,37053190,61,OSSL_825487,NA,2-Phenyl-1H-benzoimidazole-5-carboxylic acid amide,163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
c1ccc(cc1)c2[nH]c3ccc(cc3n2)C(=O)N,170717272,1.000000000000000,0.126562050443530,37053191,37053190,119,STL497402,NA,NA,1529,favorites,Historical,NA,2000.0,mg,Vitas M Labs,1,233.0,100.0
Cc1c(oc(n1)C)c2csc(n2)c3cnc4n3cccc4,172319909,0.420289855072464,0.085409442796712,172319908,172319907,40,Z1436719775,NA,NA,1018,favorites,HTS_Collection,NA,28.0,mg,Enamine Screening Compounds,1,272.0,100.0
Cc1ccc(cc1)NS(=O)(=O)c2ccc(cc2)C(=O)N(C)Cc3ccccc3,183127279,1.000000000000000,0.141256127323033,183127276,183127275,64,9228589,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1cc([nH]c1)/C=C/2\c3ccc(cc3NC2=O)Cl,167071044,0.465909090909091,0.107561587475026,54874081,54874080,119,STL419997,NA,NA,1529,favorites,Advanced,NA,14.0,mg,Vitas M Labs,1,274.0,100.0
COc1cc(cc2c1OCO2)c3[nH]c(c(n3)c4ccccc4)c5cccs5,166380757,0.554054054054054,0.117909348605321,30373215,30373214,119,STK616861,NA,NA,1529,favorites,Historical,NA,55.0,mg,Vitas M Labs,1,233.0,100.0
c1ccc(cc1)c2cc([nH]n2)NC(=O)c3ccccc3,112365267,0.513513513513513,0.119372315223066,5846036,5846035,60,KM00359,NA,N1-(3-phenyl-1H-pyrazol-5-yl)benzamide,501,favorites,NA,NA,13939.0,mg,Maybridge,1,NA,NA
c1ccc(cc1)c2cc([nH]n2)NC(=O)c3ccccc3,181175703,0.513513513513513,0.119372315223066,5846036,5846035,64,5642687,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1cc(ccc1C(=O)N)Nc2c3c([nH]cn3)ncn2,103897868,1.000000000000000,0.110222560028646,2581573,2581572,48,STOCK6S-75716,NA,4-((9H-purin-6-yl)amino)benzamide,83,favorites,SC,NA,300.0,mg,InterBioScreen,1,593.0,100.0
c1cc(ccc1C(=O)N)Nc2c3c([nH]cn3)ncn2,115584196,1.000000000000000,0.110222560028646,2581573,2581572,61,OSSK_551953,NA,NA,163,standard,NA,NA,111.0,mg,Princeton BioMolecular Research,3,NA,NA
c1cc(ccc1C(=O)N)Nc2c3c([nH]cn3)ncn2,190146606,1.000000000000000,0.110222560028646,2581573,2581572,1380,STT-00163251,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3,162488919,1.000000000000000,0.123600148738519,6719675,538973,829,FCG1491617849,NA,NA,1319,standard,NA,NA,NA,NA,FCH Group,3,NA,NA
c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3,163670401,1.000000000000000,0.123600148738519,901874,538973,40,Z1160899500,NA,NA,1018,favorites,Advanced_Collection,NA,NA,NA,Enamine Screening Compounds,1,408.0,100.0
COc1ccccc1N2CCN(CC2)c3c4cn[nH]c4ncn3,147520584,0.676923076923077,0.110302202885243,30314011,30314010,61,OSSL_317481,NA,"1-(2-methoxyphenyl)-4-{1H-pyrazolo[3,4-d]pyrimidin-4-yl}piperazine",163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
COc1ccccc1N2CCN(CC2)c3c4cn[nH]c4ncn3,167114186,0.676923076923077,0.110302202885243,30314011,30314010,119,STL373710,NA,NA,1529,favorites,Historical,NA,53.0,mg,Vitas M Labs,1,233.0,100.0
COc1ccccc1N2CCN(CC2)c3c4cn[nH]c4ncn3,181297050,0.676923076923077,0.110302202885243,30314011,30314010,64,5791530,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
CC(=O)c1cn(c2c1cccc2)CCC(=O)NCCc3c[nH]c4c3cccc4,96549661,0.500000000000000,0.118660745394088,30498440,30498439,7,Y041-9132,NA,NA,9,favorites,DC,NA,NA,NA,ChemDiv,1,1205.0,1000.0
CC(=O)c1cn(c2c1cccc2)CCC(=O)NCCc3c[nH]c4c3cccc4,109913154,0.500000000000000,0.118660745394088,30498440,30498439,1380,STT-00432335,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
CC(=O)c1cn(c2c1cccc2)CCC(=O)NCCc3c[nH]c4c3cccc4,113026886,0.500000000000000,0.118660745394088,30498440,30498439,48,STOCK1N-74794,NA,N-(2-(1H-indol-3-yl)ethyl)-3-(3-acetyl-1H-indol-1-yl)propanamide,83,favorites,DNC,NA,300.0,mg,InterBioScreen,1,753.0,100.0
CC(=O)c1cn(c2c1cccc2)CCC(=O)NCCc3c[nH]c4c3cccc4,147159692,0.500000000000000,0.118660745394088,30498440,30498439,64,6242445,NA,NA,516,standard,NA,NA,40.0,mg,Otava,3,NA,NA
CC(=O)c1cn(c2c1cccc2)CCC(=O)NCCc3c[nH]c4c3cccc4,165937360,0.500000000000000,0.118660745394088,30498440,30498439,119,STL469081,NA,NA,1530,favorites,Historical,NA,55.0,mg,Vitas M Labs,1,233.0,100.0
Cc1c(sc(n1)NC(=O)C)c2ccc(c(c2)S(=O)(=O)NCCO)Cl,155705561,1.000000000000000,0.133723047407668,31507624,31507623,64,7070707029,NA,NA,516,standard,NA,NA,3.0,mg,Otava,3,NA,NA
Cc1cc[nH]c1C(=O)NCC2CC(C2)(F)F,177167581,0.450980392156863,0.107990909780507,177167580,177167579,40,Z2228090178,NA,NA,1018,favorites,Advanced_Collection,NA,115.4,mg,Enamine Screening Compounds,1,408.0,100.0
Cc1c(nc(s1)C)CN2CCN(CC2)C(=O)C(C)O,110572265,0.419753086419753,0.116599150089871,110572264,110572263,283,IMED1554140891,NA,NA,667,standard,NA,NA,NA,NA,Intermed,3,NA,NA
c1ccc(c(c1)NC(=O)c2cnc3n2cc(cc3)C(F)(F)F)F,186670815,0.652173913043478,0.140422585175458,186670814,186670813,64,11637820,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,158334369,0.663043478260870,0.121277483646968,876432,876431,61,OSSL_882918,NA,(3-Chloro-4-fluoro-phenyl)-[7-methoxy-6-(3-morpholin-4-yl-propoxy)-quinazolin-4-yl]-amine,163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,163685423,0.663043478260870,0.121277483646968,876432,876431,40,Z1551429741,NA,NA,1018,favorites,Advanced_Collection,NA,NA,NA,Enamine Screening Compounds,1,408.0,100.0
COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,166385094,0.663043478260870,0.121277483646968,876432,876431,119,STK621310,NA,NA,1529,favorites,Historical,NA,143.0,mg,Vitas M Labs,1,233.0,100.0
CN1CCN(CC1)c2ccc(cc2)N3CCN(CC3)C(=O)Cc4cccs4,184873258,0.469879518072289,0.129499428021941,184873257,184873256,64,9800124,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,158334079,1.000000000000000,0.112020449301913,876446,876445,61,OSSL_882628,NA,4-(4-Methyl-piperazin-1-ylmethyl)-N-[4-methyl-3-(4-pyridin-3-yl-pyrimidin-2-ylamino)-phenyl]-benzamide,163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,163464289,1.000000000000000,0.112020449301913,876446,876445,829,FCG1551819468,NA,NA,1319,standard,NA,NA,NA,NA,FCH Group,3,NA,NA
Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,163685418,1.000000000000000,0.112020449301913,876446,876445,40,Z1551429727,NA,NA,1018,favorites,Advanced_Collection,NA,NA,NA,Enamine Screening Compounds,1,408.0,100.0
Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,164491172,1.000000000000000,0.112020449301913,876446,876445,332,IVK/0069366,NA,NA,778,standard,NA,NA,NA,NA,Alinda Chemical,3,NA,NA
Cc1ccc(cc1)C(=O)Nc2nc(c(o2)c3ccccc3)c4ccccc4,103658329,0.471428571428571,0.139864097484291,1823370,1823369,48,STOCK3S-39113,NA,"N-(4,5-diphenyloxazol-2-yl)-4-methylbenzamide",83,favorites,SCD,NA,300.0,mg,InterBioScreen,1,296.0,100.0
Cc1ccc(cc1)C(=O)Nc2nc(c(o2)c3ccccc3)c4ccccc4,133071741,0.471428571428571,0.139864097484291,1823370,1823369,61,OSSK_389183,NA,NA,163,standard,NA,NA,255.0,mg,Princeton BioMolecular Research,3,NA,NA
Cc1ccc(cc1)C(=O)Nc2nc(c(o2)c3ccccc3)c4ccccc4,139218135,0.471428571428571,0.139864097484291,1823370,1823369,7,Y020-0236,NA,NA,9,favorites,DC,NA,66.0,mg,ChemDiv,1,1205.0,1000.0
Cc1ccc(cc1)C(=O)Nc2nc(c(o2)c3ccccc3)c4ccccc4,166041229,0.471428571428571,0.139864097484291,1823370,1823369,119,STK095363,NA,NA,1529,favorites,Historical,NA,250.0,mg,Vitas M Labs,1,233.0,100.0
Cc1ccc(cc1)C(=O)Nc2nc(c(o2)c3ccccc3)c4ccccc4,190110319,0.471428571428571,0.139864097484291,1823370,1823369,1380,STT-00113471,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1cc(ccc1NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccncc4)F,158483823,0.444444444444444,0.124557650509573,54864678,54864677,42,F6442-8224,NA,NA,652,favorites,Advanced,NA,102.0,mg,Life Chemicals,1,600.0,100.0
c1ccc(cc1)c2cc(n[nH]2)C(=O)NCc3nccs3,133767169,1.000000000000000,0.119484182923372,42863496,42863495,40,Z653709868,NA,NA,1018,favorites,HTS_Collection,NA,228.8,mg,Enamine Screening Compounds,1,272.0,100.0
c1cc(ccc1c2ccc(c(c2)CO)F)OCCN3CCCC3,147379907,0.391304347826087,0.120150474682917,49156128,49156127,104,44817663,NA,[4-fluoro-4'-(2-pyrrolidin-1-ylethoxy)biphenyl-3-yl]methanol,994,favorites,3,NA,5.0,mg,ChemBridge,1,289.0,50.0
c1nc2c3c4c(c(nc3sc2c(n1)N)N5CCOCC5)CCCC4,103526947,1.000000000000000,0.099367954516943,4387446,4387445,48,STOCK1S-33760,NA,"5-morpholino-1,2,3,4-tetrahydropyrimido[4',5':4,5]thieno[2,3-c]isoquinolin-8-amine",83,favorites,SC,NA,300.0,mg,InterBioScreen,1,593.0,100.0
c1nc2c3c4c(c(nc3sc2c(n1)N)N5CCOCC5)CCCC4,166475279,1.000000000000000,0.099367954516943,4387446,4387445,119,STK699599,NA,NA,1529,favorites,Historical,NA,60.0,mg,Vitas M Labs,1,233.0,100.0
Cc1cccc(c1)Nc2c(cnc(n2)Nc3cccc(c3)C)F,167132688,1.000000000000000,0.103434441924712,50600394,50600393,119,STL418874,NA,NA,1529,favorites,Advanced,NA,25.0,mg,Vitas M Labs,1,274.0,100.0
COc1ccc(cc1OC)Nc2ncc(cn2)C(=O)NCc3ccccc3Cl,183780963,0.339622641509434,0.117127937887880,183780962,183780961,64,9429422,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc(cc1)n2cnc3c2ccc(c3)C(=O)O,152528266,1.000000000000000,0.079776768323211,8765039,8765038,42,F2158-0112,NA,NA,652,favorites,General,NA,12742.3,mg,Life Chemicals,1,400.0,100.0
c1ccn2c(c1)ncc2CN(Cc3cnc4n3cccc4)C(=O)C5CCCCC5,181078154,0.402173913043478,0.127026136581855,181078153,181078152,64,5458835,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
COc1ccc(cc1)/C=C/2\c3ccccc3NC2=O,112346517,1.000000000000000,0.136799200082054,207082074,207082075,60,CD00756,NA,3-(4-methoxybenzylidene)indolin-2-one,501,favorites,NA,NA,1371.0,mg,Maybridge,1,NA,NA
COc1ccc(cc1)/C=C/2\c3ccccc3NC2=O,184545605,1.000000000000000,0.136799200082054,207082074,207082075,64,9686055,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1cc(c(cc1c2ccc(s2)/C=C/3\C(=O)NC(=S)S3)Cl)Cl,155454380,1.000000000000000,0.124201521004630,45627645,45627644,580,PB374164908,NA,NA,1095,standard,NA,NA,NA,NA,UORSY,3,NA,NA
c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,103596703,1.000000000000000,0.094964049498020,1859499,1327906,48,STOCK2S-59362,NA,N-(3-(trifluoromethyl)phenyl)quinazolin-4-amine hydrochloride,83,favorites,RSC,HCl,52.0,mg,InterBioScreen,1,740.0,100.0
c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,105494862,1.000000000000000,0.094964049498020,1859499,1327906,64,0108440188,NA,NA,516,standard,NA,NA,440.0,mg,Otava,3,NA,NA
c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,146137916,1.000000000000000,0.094964049498020,1327907,1327906,7,3232-0333,NA,NA,9,favorites,DC,NA,101.0,mg,ChemDiv,1,1205.0,1000.0
c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,147504603,1.000000000000000,0.094964049498020,1859499,1327906,61,OSSK_867819,NA,N-[3-(trifluoromethyl)phenyl]quinazolin-4-amine hydrochloride,163,standard,NA,HCl,NA,NA,Princeton BioMolecular Research,3,NA,NA
c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,172063009,1.000000000000000,0.094964049498020,1327907,1327906,11,BAS 01292601,NA,NA,654,favorites,NA,HCl,NA,NA,ASINEX - SC,1,NA,NA
c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,179668683,1.000000000000000,0.094964049498020,1327907,1327906,64,1742891,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,190195929,1.000000000000000,0.094964049498020,1327907,1327906,1380,STT-00215455,NA,NA,1758,favorites,NA,HCl,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,190252572,1.000000000000000,0.094964049498020,1859499,1327906,1380,STT-00283518,NA,NA,1758,favorites,NA,HCl,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
Cc1cccc(n1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5,155705581,1.000000000000000,0.085479604722310,50891899,50891898,64,7070707106,NA,NA,516,standard,NA,NA,3.0,mg,Otava,3,NA,NA
c1ccc(cc1)c2ccc(cn2)C(=O)NC3CCCC3,180420407,0.421875000000000,0.139440680592467,180420406,180420405,64,4464220,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc(cc1)c2cnc(s2)Nc3ccccc3,190369313,1.000000000000000,0.071121080122463,190369312,190369311,1380,STT-00409699,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
Cn1c2c(c(ccn2)Nc3ccc(cc3F)F)c(=O)n(c1=O)C,146683422,0.461538461538462,0.089712572811951,16852213,16852212,42,F2455-0594,NA,NA,652,favorites,General,NA,111.3,mg,Life Chemicals,1,400.0,100.0
COc1ccc(cc1OC)/C=C\2/C(=S)NC(=O)S2,103663838,1.000000000000000,0.125268920183804,206987213,206987214,48,STOCK3S-45898,NA,"(Z)-5-(3,4-dimethoxybenzylidene)-4-thioxothiazolidin-2-one",83,favorites,SC,NA,143.0,mg,InterBioScreen,1,593.0,100.0
COc1ccc(cc1OC)/C=C\2/C(=S)NC(=O)S2,146592795,1.000000000000000,0.125268920183804,206987213,206987214,42,F1074-0444,NA,NA,652,favorites,General,NA,42.0,mg,Life Chemicals,1,400.0,100.0
COc1ccc(cc1OC)/C=C\2/C(=S)NC(=O)S2,167089404,1.000000000000000,0.125268920183804,206987213,206987214,119,STL336826,NA,NA,1529,favorites,Historical,NA,55.0,mg,Vitas M Labs,1,233.0,100.0
COc1ccc(cc1OC)/C=C\2/C(=S)NC(=O)S2,190057085,1.000000000000000,0.125268920183804,206987213,206987214,1380,STT-00042469,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1ccc(c(c1)C(=O)Nc2cccc3c2nccc3)I,108818107,1.000000000000000,0.143684097868762,8260905,8260904,45,AN-652/42720516,NA,2-iodo-N-(8-quinolinyl)benzamide,137,preferred,S01,NA,91.0,mg,Specs,2,411.0,100.0
c1ccc(c(c1)C(=O)Nc2cccc3c2nccc3)I,150919376,1.000000000000000,0.143684097868762,8260905,8260904,40,Z28487372,NA,NA,1018,favorites,HTS_Collection,NA,421.7,mg,Enamine Screening Compounds,1,272.0,100.0
c1ccc(c(c1)C(=O)Nc2cccc3c2nccc3)I,187592680,1.000000000000000,0.143684097868762,8260905,8260904,64,9965102,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
CC(c1ccccc1)Nc2c3cc[nH]c3ncn2,181296824,0.486486486486487,0.094064073131016,181296823,181296822,64,5791439,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc(cc1)CC2CCN(CC2)C(=O)c3ccccc3C(F)(F)F,180998256,1.000000000000000,0.129716780226915,180998255,180998254,64,5419994,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
CNC(=O)c1ccc2c(c1)ncn2c3ccccc3,146850092,0.611111111111111,0.116298170225977,43485397,43485396,42,F5772-6429,NA,NA,652,favorites,General,NA,41.2,mg,Life Chemicals,1,400.0,100.0
COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,103576362,1.000000000000000,0.105318878261615,1415746,1415745,48,STOCK2S-30521,NA,"2-((5,6-bis(4-methoxyphenyl)furo[2,3-d]pyrimidin-4-yl)amino)ethanol",83,favorites,SC,NA,227.0,mg,InterBioScreen,1,593.0,100.0
COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,133068655,1.000000000000000,0.105318878261615,1415746,1415745,61,OSSK_385122,NA,NA,163,standard,NA,NA,367.0,mg,Princeton BioMolecular Research,3,NA,NA
COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,154920080,1.000000000000000,0.105318878261615,1415746,1415745,104,6547383,NA,"2-{[5,6-bis(4-methoxyphenyl)furo[2,3-d]pyrimidin-4-yl]amino}ethanol",994,favorites,4,NA,1.0,mg,ChemBridge,1,151.0,20.0
COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,165920328,1.000000000000000,0.105318878261615,1415746,1415745,119,STK090644,NA,NA,1529,favorites,Historical,NA,398.0,mg,Vitas M Labs,1,233.0,100.0
c1ccc2c(c1)c(=O)[nH]c(n2)CCC(=O)Nc3ncc(s3)Cc4ccc(c(c4)F)F,138382266,1.000000000000000,0.135116781165707,18897105,18897104,40,Z278071350,NA,NA,1018,favorites,Advanced_Collection,NA,247.7,mg,Enamine Screening Compounds,1,408.0,100.0
CC(=O)Nc1ccc(cc1)Sc2ccnc3c2ccc(c3)Cl,137734943,0.554054054054054,0.133832863547998,11650245,11650244,40,Z31116298,NA,NA,1018,favorites,Advanced_Collection,NA,321.2,mg,Enamine Screening Compounds,1,408.0,100.0
Cc1ccc(cc1N2CCCC2=O)NC(=O)c3cccc(c3)C(F)(F)F,146734051,0.461538461538462,0.126523538153562,5618466,5618465,42,F2783-0503,NA,NA,652,favorites,General,NA,304.8,mg,Life Chemicals,1,400.0,100.0
c1cc(ccc1c2cn3c(n2)SCC3)Br,132967868,0.574074074074074,0.104546943906528,1338169,1338168,61,OSSK_143700,NA,NA,163,standard,NA,NA,236.0,mg,Princeton BioMolecular Research,3,NA,NA
